date,large_close,small_close,vs_large,vol_ratio,signal,strategy_ret_net,cum_strategy
2022-01-04,3264.0657,7983.0677,0.11714697514490711,,0.0,-0.0015,0.9985
2022-01-05,3254.2793,7781.6778,0.14486318832761666,1.2365935027210515,0.0,0.0,0.9985
2022-01-06,3210.3853,7844.5166,0.14135986489607835,0.9758163307601975,0.0,0.0,0.9985
2022-01-07,3223.267,7682.6973,0.1595020820365985,1.1283406513854375,0.0,0.0,0.9985
2022-01-10,3236.1163,7734.1865,0.15419217987249018,0.966709511899099,0.0,0.0,0.9985
2022-01-11,3214.5287,7646.6932,0.14268554858950316,0.9253747414914137,0.0,0.0,0.9985
2022-01-12,3236.3081,7779.5237,0.15341004384144183,1.075161748039336,0.0,0.0,0.9985
2022-01-13,3184.1069,7644.7873,0.15024680852835798,0.9793805201154023,0.0,0.0,0.9985
2022-01-14,3139.0453,7675.3707,0.1501038654120859,0.999048611297157,0.0,0.0,0.9985
2022-01-17,3147.6987,7808.0861,0.11958384810156704,0.7966740081827268,0.0,0.0,0.9985
2022-01-18,3187.5244,7758.6048,0.1364084060118245,1.14069256155704,0.0,0.0,0.9985
2022-01-19,3187.1921,7665.1848,0.14140795988226268,1.0366513620136049,0.0,0.0,0.9985
2022-01-20,3233.7011,7492.6095,0.16765877964265627,1.1856389115736499,0.0,0.0,0.9985
2022-01-21,3218.7352,7388.7443,0.1547306257835064,0.9228900873148153,0.0,0.0,0.9985
2022-01-24,3209.7445,7425.402,0.15476610834253618,1.0002293182674735,0.0,0.0,0.9985
2022-01-25,3144.949,7133.0663,0.14510240117617657,0.937559280453241,0.0,0.0,0.9985
2022-01-26,3163.6743,7171.0289,0.1445806844362571,0.9964044927190004,0.0,0.0,0.9985
2022-01-27,3119.2386,6960.1096,0.17483739597158351,1.2092721559128186,0.0,0.0,0.9985
2022-01-28,3054.0209,6973.0104,0.1944788064336447,1.1123410146491401,0.0,0.0,0.9985
2022-02-07,3114.2603,7061.6204,0.2004331024991224,1.0306166835074098,0.0,0.0,0.9985
2022-02-08,3116.5048,7080.6181,0.20055731896789933,1.0006197402885457,0.0,0.0,0.9985
2022-02-09,3139.5636,7211.4299,0.18504130679416522,0.9226355225848548,0.0,0.0,0.9985
2022-02-10,3145.1126,7175.6171,0.18046447117242076,0.975265870626197,0.0,0.0,0.9985
2022-02-11,3142.9117,7033.8514,0.20544328799351458,1.1384140416050557,0.0,0.0,0.9985
2022-02-14,3103.997,7006.0752,0.20911680010498565,1.0178809059538954,0.0,0.0,0.9985
2022-02-15,3119.9276,7124.8489,0.16982365768622712,0.8120995424612864,0.0,0.0,0.9985
2022-02-16,3136.0821,7183.1058,0.1443692297818905,0.8501125917840775,0.0,0.0,0.9985
2022-02-17,3139.1771,7220.6066,0.13302198645498398,0.9214012338775397,0.0,0.0,0.9985
2022-02-18,3162.8215,7251.7923,0.13267874797986975,0.9974196861416562,0.5,0.0,0.9985
2022-02-21,3144.8649,7334.5912,0.13434428319888309,1.0125531424163425,0.0,-0.004338699559870816,0.9941678084894691
2022-02-22,3102.3249,7279.2355,0.14951452229550025,1.1129206151195816,0.0,0.0,0.9941678084894691
2022-02-23,3118.0376,7450.3998,0.1397659219511076,0.9347983045745514,0.0,0.0,0.9941678084894691
2022-02-24,3059.6409,7285.1172,0.15545913490209887,1.112282112348395,0.0,0.0,0.9941678084894691
2022-02-25,3075.5872,7361.9573,0.1669853991579794,1.074143370623664,0.0,0.0,0.9941678084894691
2022-02-28,3080.7774,7419.8306,0.15482289945151448,0.927164292400449,-1.0,0.0,0.9941678084894691
2022-03-01,3125.6905,7429.4432,0.14259241589639382,0.9210033942107456,-1.0,0.0012955282294448978,0.9954557809501725
2022-03-02,3107.2405,7414.3087,0.14761813952704664,1.0352453782275801,-0.5,-0.0035370974772375705,0.9919347568186722
2022-03-03,3097.0887,7342.6135,0.16825391899985354,1.1397916241115205,0.0,-0.0063349214269969294,0.9856509280735186
2022-03-04,3062.3824,7241.5625,0.14767607672490762,0.8776976940729456,0.0,0.0,0.9856509280735186
2022-03-07,2974.6762,7085.7316,0.20439075113392152,1.3840478137475343,0.0,0.0,0.9856509280735186
2022-03-08,2933.1637,6871.2202,0.1761920600572051,0.8620353860422971,0.0,0.0,0.9856509280735186
2022-03-09,2907.1781,6796.0393,0.1814425314252469,1.0297997047445675,0.0,0.0,0.9856509280735186
2022-03-10,2933.4611,6952.5204,0.15586150598662835,0.8590130702119433,0.0,0.0,0.9856509280735186
2022-03-11,2935.684,6990.7781,0.1676596462475465,1.0756963060650162,0.0,0.0,0.9856509280735186
2022-03-14,2851.8769,6800.5947,0.1659899990243861,0.9900414484908598,0.0,0.0,0.9856509280735186
2022-03-15,2702.8532,6473.4807,0.21039321189625393,1.2675053505202107,0.0,0.0,0.9856509280735186
2022-03-16,2827.7497,6692.9664,0.1958541489484295,0.9308957602919541,0.0,0.0,0.9856509280735186
2022-03-17,2877.2192,6818.5448,0.174105749062762,0.8889561441386973,0.0,0.0,0.9856509280735186
2022-03-18,2913.1854,6879.3659,0.19193430564350808,1.102400734477293,0.0,0.0,0.9856509280735186
2022-03-21,2892.1069,6954.4056,0.14522516692566678,0.7566399682368551,0.0,0.0,0.9856509280735186
2022-03-22,2900.7676,6923.4427,0.14696459056138325,1.0119774256249041,0.0,0.0,0.9856509280735186
2022-03-23,2916.5081,6966.9526,0.14586561824259744,0.9925221965741007,0.0,0.0,0.9856509280735186
2022-03-24,2903.617,6900.8066,0.13618307370455154,0.9336201042116566,0.0,0.0,0.9856509280735186
2022-03-25,2856.4277,6819.8127,0.1334572330323305,0.9799839980250796,0.0,0.0,0.9856509280735186
2022-03-28,2853.1819,6767.2513,0.1602526409773926,1.2007789861683318,0.0,0.0,0.9856509280735186
2022-03-29,2842.1531,6725.677,0.12461266941896801,0.7776013465921447,0.0,0.0,0.9856509280735186
2022-03-30,2915.4906,6864.7486,0.16561174982632312,1.329012134950015,1.0,0.0,0.9856509280735186
2022-03-31,2898.8261,6772.0652,0.14493588177658964,0.8751545825014454,0.0,-0.007215847617550173,0.9785386211724433
2022-04-01,2943.2437,6772.6042,0.16529898162784712,1.1404972985409232,1.0,0.0,0.9785386211724433
2022-04-06,2931.1983,6764.2883,0.1943104847047816,1.1755092668522953,1.0,-0.004092559511806648,0.9745338936306939
2022-04-07,2902.4818,6623.5857,0.1483477381476737,0.7634571977578066,0.0,-0.011296846566129668,0.963524733760855
2022-04-08,2925.4913,6575.2832,0.15905981471510344,1.0722092342032632,1.0,0.0,0.963524733760855
2022-04-11,2846.38,6328.0652,0.1495825367326801,0.9404168928563235,0.0,-0.028542056149679917,0.9360237567082473
2022-04-12,2894.2583,6414.4186,0.14931176302933874,0.9981898040422642,0.5,0.0,0.9360237567082473
2022-04-13,2882.2788,6286.2509,0.1444840261424132,0.9676667344288412,0.5,-0.002069528486797423,0.9340866288794205
2022-04-14,2928.5962,6359.7083,0.14023765852459488,0.9706101239618502,0.5,0.008034857696625264,0.941591882018787
2022-04-15,2930.5784,6275.0725,0.13474491623104923,0.9608326154947722,0.5,0.0003384215276930336,0.941910536981963
2022-04-18,2887.7208,6326.0246,0.15473773140816563,1.148375283731183,0.0,-0.008812140156359559,0.9336102893153261
2022-04-19,2861.567,6345.7861,0.1584903546690746,1.0242515075460834,0.0,0.0,0.9336102893153261
2022-04-20,2835.3517,6234.2514,0.15038353231902438,0.9488497431469748,0.0,0.0,0.9336102893153261
2022-04-21,2797.5293,5981.3843,0.15925267087620107,1.0589767936715415,0.0,0.0,0.9336102893153261
2022-04-22,2814.1273,5891.8083,0.17566515016613232,1.1030593659725172,0.0,0.0,0.9336102893153261
2022-04-25,2683.4127,5431.6079,0.194703578663018,1.1083790864544298,0.0,0.0,0.9336102893153261
2022-04-26,2681.0281,5266.5515,0.1843383008959016,0.9467638045572032,0.0,0.0,0.9336102893153261
2022-04-27,2734.5403,5540.7173,0.17907876313907428,0.9714680143450087,0.0,0.0,0.9336102893153261
2022-04-28,2769.7122,5493.9075,0.18229239892492066,1.0179453762663675,0.0,0.0,0.9336102893153261
2022-04-29,2805.3359,5734.4931,0.18158411929555374,0.9961145959264125,0.0,0.0,0.9336102893153261
2022-05-05,2800.9291,5836.9281,0.17256535512854362,0.9503328583909323,0.0,0.0,0.9336102893153261
2022-05-06,2719.7611,5764.6919,0.15125726230890255,0.8765216065312257,0.0,0.0,0.9336102893153261
2022-05-09,2695.1325,5840.8902,0.13612142106102093,0.8999331270655243,0.0,0.0,0.9336102893153261
2022-05-10,2718.3706,5950.6674,0.16831792906278314,1.2365278569001206,0.0,0.0,0.9336102893153261
2022-05-11,2741.2324,6003.0282,0.15599616750407896,0.9267947174296083,0.0,0.0,0.9336102893153261
2022-05-12,2721.7699,6034.5727,0.1341096872653495,0.8596986029278112,-1.0,0.0,0.9336102893153261
2022-05-13,2748.2369,6071.6673,0.14981975782626586,1.1171434434101126,0.0,0.004647013524254952,0.937948788956158
2022-05-16,2720.4055,6082.8819,0.14658606131247576,0.9784160876995945,0.0,0.0,0.937948788956158
2022-05-17,2756.74,6118.4572,0.14979351840270885,1.0218810510461551,-0.5,0.0,0.937948788956158
2022-05-18,2745.5279,6127.8036,0.14294741817930076,0.9542964188543669,0.0,-0.0007362126844656079,0.9372582591603493
2022-05-19,2744.545,6180.1862,0.1385589674606686,0.969300244981496,0.0,0.0,0.9372582591603493
2022-05-20,2807.942,6263.4432,0.17117527290356166,1.2353965682672365,0.0,0.0,0.9372582591603493
2022-05-23,2782.5478,6343.4672,0.14733888050659402,0.8607486233692362,-1.0,0.0,0.9372582591603493
2022-05-24,2734.1923,6081.6423,0.1411636291383676,0.958088107178539,0.0,-0.042774730639420555,0.8971672895851931
2022-05-25,2743.4166,6188.2694,0.12841350509678348,0.9096784056955171,-1.0,0.0,0.8971672895851931
2022-05-26,2744.8984,6227.0994,0.1444595766577143,1.1249562617953395,0.0,0.004774775303092062,0.9014510618022464
2022-05-27,2763.0717,6210.0937,0.14610811769030677,1.0114117808644736,-0.5,0.0,0.9014510618022464
2022-05-30,2778.4507,6282.3554,0.14808988402931247,1.0135636976941027,-0.5,0.005818084516180488,0.9066957802670125
2022-05-31,2813.2188,6353.3468,0.15780418707309504,1.0655973438527357,0.0,0.004150062395387568,0.9104586243287552
2022-06-01,2798.0681,6373.3182,0.13172692806594472,0.8347492579834316,-1.0,0.0,0.9104586243287552
2022-06-02,2790.3164,6442.9338,0.132840553744519,1.0084540472849772,-0.5,0.009422975727149398,0.9190378538463789
2022-06-06,2825.6505,6604.9759,0.1915161674669795,1.4416995568635338,0.0,0.011075179648749546,0.9292163631817288
2022-06-07,2846.8098,6597.8349,0.16348347097667265,0.8536275194879297,-1.0,0.0,0.9292163631817288
2022-06-08,2879.3113,6608.8922,0.15240060643194564,0.9322080423267474,-1.0,0.0016758982556535074,0.9307736352639098
2022-06-09,2868.4236,6490.3753,0.18089546117894983,1.186973368506434,0.0,-0.01943294494953335,0.9126859624493491
2022-06-10,2899.5785,6627.7477,0.1977458027855495,1.0931496097070703,0.0,0.0,0.9126859624493491
2022-06-13,2844.7236,6674.8036,0.19101189952616435,0.965946669084613,0.0,0.0,0.9126859624493491
2022-06-14,2882.7031,6665.253,0.1939716409035841,1.0154950627932702,-0.5,0.0,0.9126859624493491
2022-06-15,2923.9889,6653.7617,0.2291247908089226,1.1812282957528404,0.0,-0.002362030293523719,0.9105301705575699
2022-06-16,2891.3354,6696.7629,0.18737368150057346,0.8177800439622998,-1.0,0.0,0.9105301705575699
2022-06-17,2936.1999,6774.7375,0.17120503136335125,0.913709065180679,-1.0,0.011643625609023767,0.9211320429692628
2022-06-20,2924.9151,6848.7548,0.18356819624380008,1.0722126258907092,0.0,0.009425486042817179,0.9298141601838612
2022-06-21,2926.475,6779.1447,0.22178704437974425,1.2081997258674648,0.0,0.0,0.9298141601838612
2022-06-22,2892.2861,6691.8118,0.23972589325130114,1.0808832135426358,0.0,0.0,0.9298141601838612
2022-06-23,2935.8829,6845.4548,0.24598709688002912,1.026118178323626,-0.5,0.0,0.9298141601838612
2022-06-24,2974.7537,6931.6542,0.23997111196220672,0.9755434939713262,0.0,0.004796104679560433,0.9342736462286405
2022-06-27,3013.948,7002.934,0.22690892851276634,0.9455676837822982,-1.0,0.0,0.9342736462286405
2022-06-28,3039.4133,7079.7247,0.20331144250487765,0.8960045946073865,-1.0,0.010965503887370609,0.9445184275282286
2022-06-29,3009.2359,6900.9926,0.181158589042976,0.8910398097176937,-1.0,-0.025245628548240084,0.9206734661498831
2022-06-30,3058.3976,6995.5297,0.18564594811325166,1.0247703357261804,0.0,0.012199058306481993,0.9319048154446763
2022-07-01,3045.2687,6994.5009,0.20418751547029584,1.0998759603723376,0.0,0.0,0.9319048154446763
2022-07-04,3050.1516,7076.3219,0.1841815234409677,0.9020214728444623,0.0,0.0,0.9319048154446763
2022-07-05,3052.1113,7036.002,0.18368285796268294,0.9972925325571835,0.0,0.0,0.9319048154446763
2022-07-06,2996.7279,6953.9802,0.19532716230066535,1.0633935276657558,0.0,0.0,0.9319048154446763
2022-07-07,2989.2081,7041.8666,0.17452521465287593,0.8935020229507601,-1.0,0.0,0.9319048154446763
2022-07-08,2993.3063,7000.785,0.16488076883132108,0.9447389545359546,-1.0,-0.005833907731225718,0.9264681687370871
2022-07-11,2942.2959,6893.6346,0.20210283645750615,1.225751419586505,0.0,-0.016805483599339144,0.9108984231220663
2022-07-12,2922.0045,6779.5552,0.18548366772065394,0.9177687506610204,0.0,0.0,0.9108984231220663
2022-07-13,2914.2949,6834.9024,0.19910917759675018,1.0734593511306711,0.0,0.0,0.9108984231220663
2022-07-14,2895.299,6920.8735,0.2063367878334877,1.0362997342662696,-0.5,0.0,0.9108984231220663
2022-07-15,2839.3936,6852.8163,0.19032112909006213,0.9223809825112229,0.0,-0.00641680710534581,0.9050533636483283
2022-07-18,2878.6393,6953.9319,0.1690801530587274,0.8883940205016162,-1.0,0.0,0.9050533636483283
2022-07-19,2865.6029,7009.3239,0.14871790344322453,0.8795704330334362,-1.0,0.00796556549539984,0.9122626254933011
2022-07-20,2874.0775,7110.1043,0.12289703556046004,0.8263768700005778,-1.0,0.014378048644606123,0.9253791818992998
2022-07-21,2836.6615,7075.2943,0.13978713959396413,1.1374329653801527,0.0,-0.00639584941813026,0.9194605959971993
2022-07-22,2848.436,7034.5975,0.13793519336839888,0.9867516694958882,0.0,0.0,0.9194605959971993
2022-07-25,2837.2596,6948.9088,0.1173912553847604,0.8510609404173634,0.0,0.0,0.9194605959971993
2022-07-26,2854.6387,7027.4189,0.1473016114443735,1.2547920282612126,0.0,0.0,0.9194605959971993
2022-07-27,2829.9217,7099.4335,0.1304888860088385,0.8858619042203479,-1.0,0.0,0.9194605959971993
2022-07-28,2827.1067,7150.198,0.13632006376377367,1.0446871602117915,-0.5,0.005650500106804403,0.9246560081930839
2022-07-29,2792.3287,7117.4341,0.15953943448283578,1.170329811166304,0.0,-0.0037911183718268835,0.921150527812803
2022-08-01,2781.6822,7180.4544,0.14676502850157902,0.9199294768552592,-1.0,0.0,0.921150527812803
2022-08-02,2730.7553,6957.9819,0.14733615415152426,1.0038914287400496,0.0,-0.03248306703263787,0.89122873347071
2022-08-03,2710.7238,6916.6704,0.13416759774922718,0.9106223691114252,0.0,0.0,0.89122873347071
2022-08-04,2741.0872,6960.3118,0.14591014315887213,1.087521470210661,0.0,0.0,0.89122873347071
2022-08-05,2774.3351,7090.0027,0.141856356087592,0.9722172360089715,0.0,0.0,0.89122873347071
2022-08-08,2761.1571,7176.105,0.1307302808244927,0.9215680173243045,-1.0,0.0,0.89122873347071
2022-08-09,2764.068,7207.3961,0.11851585950573816,0.9065677726558808,-1.0,0.004360457379037896,0.895114898377983
2022-08-10,2730.9608,7212.0752,0.12563108272739298,1.0600360428665694,0.0,-0.0008507918900141896,0.8943533418818121
2022-08-11,2787.0631,7294.4863,0.14103064202863422,1.1225776214526206,0.0,0.0,0.8943533418818121
2022-08-12,2796.8887,7228.8345,0.12821495458972232,0.9091283478925817,-1.0,0.0,0.8943533418818121
2022-08-15,2782.666,7283.5,0.13530822328733735,1.0553232555462264,0.0,0.0060621457373245,0.8997750421809628
2022-08-16,2769.2609,7324.6198,0.11333445205927074,0.8376021006394887,-1.0,0.0,0.8997750421809628
2022-08-17,2785.8529,7328.6735,0.1324427896134073,1.1686013141365297,0.0,-0.0009465651309301091,0.8989233465003532
2022-08-18,2759.2944,7351.4373,0.11350542054449875,0.8570147221741129,-1.0,0.0,0.8989233465003532
2022-08-19,2750.6305,7234.4052,0.1287290523773526,1.1341225093905147,0.0,-0.017419621595629986,0.8832644419608398
2022-08-22,2756.3688,7288.5766,0.1443446533823987,1.1213059578755462,0.0,0.0,0.8832644419608398
2022-08-23,2735.666,7306.0209,0.12710019568915024,0.8805327576106033,-1.0,0.0,0.8832644419608398
2022-08-24,2708.0902,7039.4103,0.12969472432831883,1.020413254480851,0.0,-0.03799190217892762,0.8497075456837384
2022-08-25,2752.556,7016.3057,0.15492794643205388,1.1945585854352703,0.0,0.0,0.8497075456837384
2022-08-26,2751.5894,6980.1803,0.13864427181684683,0.8948951755302036,0.0,0.0,0.8497075456837384
2022-08-29,2732.2055,7021.3148,0.13947234534339287,1.0059726486763185,0.0,0.0,0.8497075456837384
2022-08-30,2726.6602,6976.7218,0.14424802390443703,1.0342410429055742,0.0,0.0,0.8497075456837384
2022-08-31,2761.7831,6750.7429,0.19320467438691388,1.3393921743767538,1.0,0.0,0.8497075456837384
2022-09-01,2732.399,6717.1001,0.15669309925856073,0.8110212641375609,0.0,-0.01213953936136408,0.8393924874872627
2022-09-02,2711.2642,6776.8268,0.15053408915607644,0.9606938012482524,0.0,0.0,0.8393924874872627
2022-09-05,2697.7665,6791.0921,0.15899734197181814,1.056221503469336,0.0,0.0,0.8393924874872627
2022-09-06,2724.498,6919.6464,0.1678944717041378,1.0559577262234776,0.0,0.0,0.8393924874872627
2022-09-07,2710.6862,6963.5196,0.14090908151523568,0.8392717168409479,0.0,0.0,0.8393924874872627
2022-09-08,2708.2782,6897.0996,0.15397827139528172,1.092749095654512,0.0,0.0,0.8393924874872627
2022-09-09,2757.5659,6913.579,0.1987783896651176,1.290950910566,1.0,0.0,0.8393924874872627
2022-09-13,2769.2348,6904.0775,0.19196132166582244,0.9657051855044209,0.5,0.0027315942476660595,0.841685367177617
2022-09-14,2745.4284,6829.5579,0.17001132323283286,0.8856540565437373,0.0,-0.005798371521259281,0.8368049627147136
2022-09-15,2743.7886,6619.1888,0.17340743799896943,1.0199758151490037,0.0,0.0,0.8368049627147136
2022-09-16,2678.0331,6481.2442,0.22074458547679174,1.2729822205095012,0.0,0.0,0.8368049627147136
2022-09-19,2679.5857,6399.8014,0.20163813543976916,0.9134454419538578,0.0,0.0,0.8368049627147136
2022-09-20,2673.8804,6482.1313,0.19208656589984388,0.9526301435038889,0.0,0.0,0.8368049627147136
2022-09-21,2652.2142,6480.6023,0.18493441352069123,0.9627659938338329,0.0,0.0,0.8368049627147136
2022-09-22,2629.3701,6487.2748,0.1872773470340269,1.0126689969094018,0.0,0.0,0.8368049627147136
2022-09-23,2629.8089,6363.6835,0.21285969952718933,1.1366014250966205,0.0,0.0,0.8368049627147136
2022-09-26,2614.8998,6283.5925,0.237399900769153,1.1152881512868482,0.0,0.0,0.8368049627147136
2022-09-27,2642.9212,6409.776,0.19780052823128585,0.8331954966722018,0.0,0.0,0.8368049627147136
2022-09-28,2611.9815,6211.1091,0.19069838475899273,0.9640944160473188,0.0,0.0,0.8368049627147136
2022-09-29,2608.9774,6228.7788,0.1971834785637918,1.0340070725454493,0.0,0.0,0.8368049627147136
2022-09-30,2610.1165,6124.8639,0.20071368507045356,1.0179031556415092,0.0,0.0,0.8368049627147136
2022-10-10,2545.0494,5984.5008,0.24762595233137197,1.2337272978892868,0.0,0.0,0.8368049627147136
2022-10-11,2539.9455,6017.7194,0.2044371181619217,0.825588417680651,0.0,0.0,0.8368049627147136
2022-10-12,2555.024,6192.6534,0.19258769426389136,0.9420387843236708,0.0,0.0,0.8368049627147136
2022-10-13,2523.6321,6252.2225,0.18195870746038045,0.9448096263671621,0.0,0.0,0.8368049627147136
2022-10-14,2584.6847,6406.4573,0.19086621982920618,1.0489534823210658,0.0,0.0,0.8368049627147136
2022-10-17,2585.4973,6472.4511,0.1684341762113304,0.8824724268236214,-1.0,0.0,0.8368049627147136
2022-10-18,2569.9675,6508.5038,0.1390033569876831,0.8252681261864508,-1.0,0.005570177270246335,0.8414661146976564
2022-10-19,2519.9033,6461.1462,0.14764065120555753,1.0621373066453335,0.0,-0.008776265245477864,0.8340811848799882
2022-10-20,2501.4956,6429.7042,0.1514581816941336,1.0258569063290097,-0.5,0.0,0.8340811848799882
2022-10-21,2487.221,6432.3255,0.1852192119788491,1.2229066129480886,0.0,-0.001296157030054422,0.8330000846885699
2022-10-24,2392.5978,6378.4323,0.21970703079621623,1.1862000083517548,0.0,0.0,0.8330000846885699
2022-10-25,2394.92,6355.7784,0.18026915161995957,0.8204978737670153,-1.0,0.0,0.8330000846885699
2022-10-26,2400.5156,6491.6916,0.19536064602678513,1.0837164554845258,0.0,0.019884194263286414,0.8495636201938515
2022-10-27,2381.2628,6461.6098,0.194838130143443,0.9973253779920932,0.0,0.0,0.8495636201938515
2022-10-28,2326.9417,6239.9316,0.17212028665928253,0.8834014498731063,0.0,0.0,0.8495636201938515
2022-10-31,2295.9239,6292.6191,0.22156692277201043,1.2872795361456089,0.0,0.0,0.8495636201938515
2022-11-01,2396.6294,6439.8223,0.24757070202217013,1.117363092490648,0.0,0.0,0.8495636201938515
2022-11-02,2418.3222,6524.5136,0.2064385576583571,0.8338569789242283,-1.0,0.0,0.8495636201938515
2022-11-03,2387.4523,6566.8413,0.1683807490618304,0.8156458317272783,-1.0,0.006487487435078654,0.855075153505159
2022-11-04,2468.2764,6709.6446,0.19749698010791303,1.1729190017760938,0.0,0.020246117117220408,0.8723871052070495
2022-11-07,2477.7666,6713.6375,0.20150764355572434,1.0203074672109917,-0.5,0.0,0.8723871052070495
2022-11-08,2459.0913,6694.9562,0.1677161698794772,0.8323067399331553,-1.0,-0.0028912949574653166,0.8698647767688066
2022-11-09,2440.352,6676.0079,0.16563612116799611,0.9875978045946563,0.0,-0.004330235095488742,0.8660980577841129
2022-11-10,2440.3171,6603.3086,0.2118424535348365,1.2789628979537362,0.0,0.0,0.8660980577841129
2022-11-11,2518.0491,6643.4817,0.24294259597162624,1.1468078844341532,0.0,0.0,0.8660980577841129
2022-11-14,2538.2967,6599.6655,0.22409481300099798,0.9224187800609922,-1.0,0.0,0.8660980577841129
2022-11-15,2583.7231,6752.5127,0.17627645647232149,0.786615513816183,-1.0,0.02315984044948949,0.8861567506160056
2022-11-16,2572.8872,6702.041,0.15683985447889542,0.8897379583048406,-1.0,-0.007474506490006361,0.8795331662323633
2022-11-17,2560.0167,6714.5035,0.14722758525787466,0.938712840221908,-1.0,0.0018595081707197814,0.8811686653413915
2022-11-18,2546.7154,6658.4005,0.1447733310939063,0.9833302016081454,0.0,-0.009855494937190788,0.8724843120213083
2022-11-21,2514.8539,6689.3254,0.15693281594578573,1.0839898119356821,0.0,0.0,0.8724843120213083
2022-11-22,2531.3437,6583.2332,0.19822299827072332,1.263107381818738,1.0,0.0,0.8724843120213083
2022-11-23,2535.5226,6567.9934,0.19943350108367106,1.0061067727938133,0.0,0.00015086234634981285,0.8726159370517732
2022-11-24,2520.5634,6586.8576,0.15028086706365415,0.7535387296871691,0.0,0.0,0.8726159370517732
